Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date,Price_Per_SQM,Amenity_Score,Listing_Month,Distance_to_CBD_KM
Hardy,House,4,4,180,"Security, Parking",95000000,For Sale,2025-12-06,527777.7777777778,2,12,10.0
Parklands,Apartment,3,3,23,"Security, Parking",170000,For Rent,2026-02-15,7391.304347826087,2,2,4.8
Kileleshwa,Apartment,2,2,80,"Security, Parking",70000,For Rent,2025-12-17,875.0,2,12,4.2
Kileleshwa,Apartment,3,2,120,"Security, Parking",65000,For Rent,2026-02-11,541.6666666666666,2,2,4.2
Naivasha Road,Apartment,3,2,120,"Security, Parking",45000,For Rent,2025-11-26,375.0,2,11,10.0
Ruiru,House,5,5,250,"Security, Parking",20000000,For Sale,2025-12-15,80000.0,2,12,10.0
Kizingo,Townhouse,4,4,180,"Security, Parking",85000000,For Sale,2026-02-14,472222.22222222225,2,2,10.0
Parklands,Apartment,4,4,24,"Security, Parking",160000,For Rent,2026-01-23,6666.666666666667,2,1,4.8
Kibiku,House,4,4,180,"Security, Parking",13800000,For Sale,2026-02-12,76666.66666666667,2,2,10.0
Laikipia Rd,Apartment,2,2,80,"Security, Parking",150000,For Rent,2026-01-23,1875.0,2,1,10.0
Links Road,Apartment,3,3,2500,"Security, Parking",30000,For Rent,2025-11-28,12.0,2,11,10.0
Kilimani,Apartment,2,2,1250,"Security, Parking",75000,For Rent,2025-12-02,60.0,2,12,3.8
Riara Road,Apartment,2,2,108,"Security, Parking",95000,For Rent,2025-12-04,879.6296296296297,2,12,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",45000,For Rent,2026-01-08,562.5,2,1,4.2
Ongata Rongai,House,6,6,250,"Security, Parking",40000000,For Sale,2026-01-02,160000.0,2,1,10.0
Limuru Road,Apartment,2,2,80,"Security, Parking",30000,For Rent,2025-12-13,375.0,2,12,10.0
Westlands,Apartment,4,4,180,"Security, Parking",130000,For Rent,2025-11-22,722.2222222222222,2,11,5.2
Parklands,Apartment,4,3,180,"Security, Parking",130000,For Rent,2026-01-26,722.2222222222222,2,1,4.8
Westlands,Apartment,4,4,180,"Security, Parking",120000,For Rent,2026-01-23,666.6666666666666,2,1,5.2
Sub Zone,Apartment,1,1,50,"Security, Parking",17000,For Rent,2025-12-23,340.0,2,12,10.0
Kitengela,House,3,3,120,"Security, Parking",6000000,For Sale,2026-01-06,50000.0,2,1,10.0
Mtwapa,Villa,3,3,120,"Security, Parking",30000000,For Sale,2025-11-23,250000.0,2,11,10.0
Ruaka,Apartment,3,2,120,"Security, Parking",42000,For Rent,2026-01-14,350.0,2,1,12.3
Kiambu Road,Apartment,4,4,180,"Security, Parking",60000,For Rent,2026-01-31,333.3333333333333,2,1,8.8
Ruaka-Banana,Apartment,2,2,80,"Security, Parking",18000,For Rent,2025-12-21,225.0,2,12,10.0
Acacia,House,3,3,120,"Security, Parking",4500000,For Sale,2026-01-19,37500.0,2,1,10.0
Pan Africa Insurance Lane,House,5,5,250,"Security, Parking",75000000,For Sale,2025-12-06,300000.0,2,12,10.0
Karen-Dagoretti Road,Apartment,2,2,80,"Security, Parking",40000,For Rent,2025-12-14,500.0,2,12,10.0
Othaya Road,Apartment,3,4,23,"Security, Parking",130000,For Rent,2026-01-10,5652.173913043478,2,1,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",82000000,For Sale,2026-01-01,455555.55555555556,2,1,4.5
Waiyaki Way,Apartment,2,2,80,"Security, Parking",100000,For Rent,2026-01-17,1250.0,2,1,10.0
Westlands,Apartment,1,1,2000,"Security, Parking",160000,For Rent,2026-01-09,80.0,2,1,5.2
Thika Road,House,4,4,180,"Security, Parking",25000000,For Sale,2025-12-27,138888.88888888888,2,12,10.0
Lavington,Apartment,3,2,120,"Security, Parking",110000,For Rent,2026-01-14,916.6666666666666,2,1,4.5
Lavington,Apartment,3,3,120,"Security, Parking",100000,For Rent,2025-11-29,833.3333333333334,2,11,4.5
Cinemax,Apartment,3,3,130,"Security, Parking",50000,For Rent,2025-12-02,384.61538461538464,2,12,10.0
Riara Rd,Apartment,4,4,180,"Security, Parking",85000,For Rent,2026-02-06,472.22222222222223,2,2,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",50000000,For Sale,2026-02-04,200000.0,2,2,4.5
Kikambala,Townhouse,3,3,120,"Security, Parking",15000000,For Sale,2026-01-20,125000.0,2,1,10.0
Kirawa Road,Townhouse,4,4,180,"Security, Parking",50000000,For Sale,2025-11-30,277777.77777777775,2,11,10.0
Thindigua,Apartment,3,3,120,"Security, Parking",75000,For Rent,2025-12-26,625.0,2,12,10.0
Chaalbi Drive,Townhouse,4,4,180,"Security, Parking",65000000,For Sale,2025-12-05,361111.1111111111,2,12,10.0
Peponi Rd,Apartment,2,2,150,"Security, Parking",170000,For Rent,2026-01-04,1133.3333333333333,2,1,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",55000000,For Sale,2026-02-05,220000.0,2,2,4.5
Ndumberi,House,4,4,180,"Security, Parking",40000000,For Sale,2026-01-17,222222.22222222222,2,1,10.0
Riverside Mews,Apartment,1,1,50,"Security, Parking",55000,For Rent,2025-12-16,1100.0,2,12,10.0
Limuru Road,Apartment,3,2,10118,"Security, Parking",50000,For Rent,2026-01-15,4.941688080648349,2,1,10.0
Ngong,Villa,3,3,120,"Security, Parking",12500000,For Sale,2025-12-25,104166.66666666667,2,12,10.0
Mombasa Rd,Apartment,3,2,120,"Security, Parking",40000,For Rent,2026-01-10,333.3333333333333,2,1,10.0
Karen Rd Nairobi,House,5,5,250,"Security, Parking",110000000,For Sale,2026-02-10,440000.0,2,2,10.0
Lavington,Apartment,3,4,130,"Security, Parking",85000,For Rent,2025-11-25,653.8461538461538,2,11,4.5
Kilimani,Apartment,2,3,80,"Security, Parking",70000,For Rent,2026-02-10,875.0,2,2,3.8
Lavington,House,5,5,250,"Security, Parking",54000000,For Sale,2026-02-11,216000.0,2,2,4.5
Mushroom Gardens,Villa,4,4,180,"Security, Parking",30000000,For Sale,2025-11-20,166666.66666666666,2,11,10.0
Westlands,Townhouse,5,5,250,"Security, Parking",70000000,For Sale,2025-11-20,280000.0,2,11,5.2
Lavington,Townhouse,4,4,180,"Security, Parking",79000000,For Sale,2026-01-19,438888.8888888889,2,1,4.5
Kiambu Road,Townhouse,4,4,180,"Security, Parking",29500000,For Sale,2025-11-24,163888.88888888888,2,11,8.8
Mbaazi,Apartment,1,1,50,"Security, Parking",100000,For Rent,2025-12-28,2000.0,2,12,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",60000000,For Sale,2026-02-01,240000.0,2,2,4.5
Forest View,House,7,7,250,"Security, Parking",125000000,For Sale,2026-01-24,500000.0,2,1,10.0
Runda,House,4,4,180,"Security, Parking",130000000,For Sale,2026-02-16,722222.2222222222,2,2,9.8
Kilimani Road,Apartment,4,5,180,"Security, Parking",130000,For Rent,2025-12-21,722.2222222222222,2,12,10.0
Kenyatta Rd,House,3,3,120,"Security, Parking",10250000,For Sale,2025-12-01,85416.66666666667,2,12,10.0
Kitengela,Townhouse,4,4,180,"Security, Parking",17000000,For Sale,2025-12-26,94444.44444444444,2,12,10.0
Kanamai,House,2,2,80,"Security, Parking",13500000,For Sale,2026-01-22,168750.0,2,1,10.0
Nairobi,Apartment,4,4,250,"Security, Parking",160000,For Rent,2025-12-19,640.0,2,12,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",65000,For Rent,2026-01-21,812.5,2,1,3.8
Kandara Road,Apartment,3,3,120,"Security, Parking",70000,For Rent,2026-02-16,583.3333333333334,2,2,10.0
Kileleshwa,Apartment,3,3,120,"Security, Parking",90000,For Rent,2026-01-10,750.0,2,1,4.2
Lower Kabete Road,Villa,3,3,120,"Security, Parking",85000000,For Sale,2025-11-28,708333.3333333334,2,11,10.0
Posta,Villa,6,6,250,"Security, Parking",35000000,For Sale,2026-01-31,140000.0,2,1,10.0
Loresho,Townhouse,4,4,180,"Security, Parking",40000000,For Sale,2026-02-14,222222.22222222222,2,2,7.5
City Park Drive,Apartment,3,2,120,"Security, Parking",90000,For Rent,2026-02-11,750.0,2,2,10.0
South Coast,Villa,4,4,180,"Security, Parking",100000000,For Sale,2026-01-30,555555.5555555555,2,1,10.0
Kiambu Road,Townhouse,4,4,180,"Security, Parking",24000000,For Sale,2026-01-02,133333.33333333334,2,1,8.8
Riverside,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-11-24,750.0,2,11,2.5
Juja-Gatundu Road,House,3,3,120,"Security, Parking",6750000,For Sale,2026-01-27,56250.0,2,1,10.0
Garden City,Apartment,3,2,120,"Security, Parking",170000,For Rent,2025-11-20,1416.6666666666667,2,11,10.0
Lavington,Apartment,3,2,120,"Security, Parking",85000,For Rent,2026-01-25,708.3333333333334,2,1,4.5
Ruaka,Apartment,1,1,50,"Security, Parking",16000,For Rent,2025-12-04,320.0,2,12,12.3
Lavington,Apartment,4,5,180,"Security, Parking",90000,For Rent,2026-01-10,500.0,2,1,4.5
Kilimani,Apartment,3,2,120,"Security, Parking",90000,For Rent,2026-02-02,750.0,2,2,3.8
Jamhuri,Apartment,3,2,120,"Security, Parking",60000,For Rent,2026-01-29,500.0,2,1,10.0
Sports Road,Apartment,3,3,120,"Security, Parking",115000,For Rent,2026-01-15,958.3333333333334,2,1,10.0
Lavington,Apartment,3,4,180,"Security, Parking",110000,For Rent,2025-12-21,611.1111111111111,2,12,4.5
Kilimani,Apartment,1,1,50,"Security, Parking",100000,For Rent,2026-01-03,2000.0,2,1,3.8
Kilimani,Apartment,3,3,120,"Security, Parking",85000,For Rent,2026-01-17,708.3333333333334,2,1,3.8
Ukunda,House,3,3,120,"Security, Parking",5250000,For Sale,2026-01-20,43750.0,2,1,10.0
Magnolia Estate,House,5,5,250,"Security, Parking",150000000,For Sale,2025-11-19,600000.0,2,11,10.0
Lavington,House,3,3,120,"Security, Parking",235000000,For Sale,2025-12-26,1958333.3333333333,2,12,4.5
Brookside Drive,Apartment,3,4,270,"Security, Parking",170000,For Rent,2026-01-10,629.6296296296297,2,1,10.0
Nairobi,Villa,6,6,250,"Security, Parking",250000000,For Sale,2026-01-22,1000000.0,2,1,10.0
Parklands,Apartment,4,4,180,"Security, Parking",120000,For Rent,2025-12-31,666.6666666666666,2,12,4.8
Lavington,Apartment,1,1,50,"Security, Parking",90000,For Rent,2026-02-16,1800.0,2,2,4.5
Kileleshwa,Apartment,4,5,180,"Security, Parking",180000,For Rent,2026-01-10,1000.0,2,1,4.2
Loresho,Townhouse,5,5,250,"Security, Parking",125000000,For Sale,2025-12-01,500000.0,2,12,7.5
Kilimani,Apartment,3,3,120,"Security, Parking",95000,For Rent,2025-12-26,791.6666666666666,2,12,3.8
Westlands,Apartment,3,3,120,"Security, Parking",160000,For Rent,2026-01-13,1333.3333333333333,2,1,5.2
Nyali Area,Villa,4,4,180,"Security, Parking",61000000,For Sale,2025-12-14,338888.8888888889,2,12,10.0
Nyari,House,4,4,180,"Security, Parking",210000000,For Sale,2026-02-17,1166666.6666666667,2,2,10.0
Ruiru,House,4,4,180,"Security, Parking",14150000,For Sale,2026-02-06,78611.11111111111,2,2,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",100000,For Rent,2026-01-04,833.3333333333334,2,1,3.8
Westlands,Apartment,3,4,120,"Security, Parking",110000,For Rent,2026-01-30,916.6666666666666,2,1,5.2
Athi River,Townhouse,5,5,250,"Security, Parking",18500000,For Sale,2026-01-15,74000.0,2,1,10.0
Riverside Dr,Apartment,3,3,120,"Security, Parking",120000,For Rent,2026-01-27,1000.0,2,1,10.0
Limuru Road,Apartment,3,3,20235,"Security, Parking",54000,For Rent,2025-11-20,2.6686434395848777,2,11,10.0
Syokimau,House,2,2,80,"Security, Parking",7500000,For Sale,2026-01-15,93750.0,2,1,18.5
Kilimani,Apartment,2,2,80,"Security, Parking",110000,For Rent,2025-12-20,1375.0,2,12,3.8
Parklands,Apartment,3,4,2800,"Security, Parking",165000,For Rent,2026-02-03,58.92857142857143,2,2,4.8
Westlands,Apartment,3,3,21780,"Security, Parking",85000,For Rent,2025-12-18,3.9026629935720845,2,12,5.2
Kileleshwa,Apartment,2,2,80,"Security, Parking",90000,For Rent,2026-02-12,1125.0,2,2,4.2
Riara Road,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-12-16,750.0,2,12,10.0
Lavington,Apartment,2,3,80,"Security, Parking",75000,For Rent,2026-01-20,937.5,2,1,4.5
Lavington,Apartment,3,3,111,"Security, Parking",75000,For Rent,2025-12-22,675.6756756756756,2,12,4.5
Wood Avenue,Apartment,2,2,80,"Security, Parking",180000,For Rent,2025-12-18,2250.0,2,12,10.0
Lone Tree,Apartment,2,2,80,"Security, Parking",150000,For Rent,2025-12-12,1875.0,2,12,10.0
Milimani,Apartment,3,3,120,"Security, Parking",90000,For Rent,2026-01-06,750.0,2,1,10.0
Diani,Villa,5,5,250,"Security, Parking",68000000,For Sale,2025-12-04,272000.0,2,12,10.0
Karen,Villa,5,5,250,"Security, Parking",90000000,For Sale,2025-12-26,360000.0,2,12,13.5
Ngong Rd,Apartment,2,3,80,"Security, Parking",85000,For Rent,2025-11-20,1062.5,2,11,10.0
Athi River,House,3,3,120,"Security, Parking",16500000,For Sale,2025-12-13,137500.0,2,12,10.0
Kerarapon Drive,Villa,5,5,250,"Security, Parking",31000000,For Sale,2025-12-03,124000.0,2,12,10.0
Ruaka,Apartment,2,2,80,"Security, Parking",38000,For Rent,2025-11-24,475.0,2,11,12.3
Kirichwa Road,Apartment,3,5,120,"Security, Parking",110000,For Rent,2025-12-24,916.6666666666666,2,12,10.0
Mirema Drive,House,5,5,250,"Security, Parking",23000000,For Sale,2025-12-29,92000.0,2,12,10.0
Nyali,House,5,5,250,"Security, Parking",35000000,For Sale,2025-12-05,140000.0,2,12,10.0
5Th Avenue,Apartment,2,2,80,"Security, Parking",55000,For Rent,2026-01-23,687.5,2,1,10.0
Kileleshwa,Apartment,1,1,50,"Security, Parking",80000,For Rent,2025-12-06,1600.0,2,12,4.2
Lavington,Apartment,4,5,213,"Security, Parking",130000,For Rent,2026-01-23,610.3286384976526,2,1,4.5
Westlands,Apartment,4,3,180,"Security, Parking",140000,For Rent,2026-02-11,777.7777777777778,2,2,5.2
Kiambu Road,House,5,5,250,"Security, Parking",70250000,For Sale,2026-01-04,281000.0,2,1,8.8
Ruiru,House,4,4,180,"Security, Parking",15500000,For Sale,2025-11-25,86111.11111111111,2,11,10.0
Southern Bypass,House,3,3,120,"Security, Parking",10000000,For Sale,2025-11-26,83333.33333333333,2,11,10.0
Lavington,Apartment,3,3,120,"Security, Parking",95000,For Rent,2026-01-21,791.6666666666666,2,1,4.5
Kilimani,Apartment,3,4,227,"Security, Parking",135000,For Rent,2025-12-16,594.7136563876652,2,12,3.8
Kiambu Town,House,5,5,250,"Security, Parking",26500000,For Sale,2025-12-23,106000.0,2,12,10.0
Muthaiga,House,6,6,250,"Security, Parking",350000000,For Sale,2025-12-07,1400000.0,2,12,7.2
Hamundia,Villa,4,4,180,"Security, Parking",12500000,For Sale,2025-12-10,69444.44444444444,2,12,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",65000,For Rent,2025-11-27,812.5,2,11,3.8
Off Ojijo,Apartment,2,2,80,"Security, Parking",62500,For Rent,2026-01-12,781.25,2,1,10.0
Brookside Drive,Apartment,3,4,230,"Security, Parking",170000,For Rent,2026-01-13,739.1304347826087,2,1,10.0
Kiambu Road,Townhouse,4,4,180,"Security, Parking",40000000,For Sale,2025-11-21,222222.22222222222,2,11,8.8
Gigiri,House,5,5,250,"Security, Parking",120000000,For Sale,2025-11-25,480000.0,2,11,8.5
Kiambu Road,Townhouse,4,4,180,"Security, Parking",42000000,For Sale,2026-02-04,233333.33333333334,2,2,8.8
Muringa Road,Apartment,3,3,120,"Security, Parking",80000,For Rent,2025-12-05,666.6666666666666,2,12,10.0
Runda,Villa,5,5,250,"Security, Parking",85000000,For Sale,2025-12-29,340000.0,2,12,9.8
Mimosa,Apartment,3,2,120,"Security, Parking",70000,For Rent,2025-12-25,583.3333333333334,2,12,10.0
Brookside,Apartment,3,5,120,"Security, Parking",155000,For Rent,2025-12-27,1291.6666666666667,2,12,10.0
Riverside,Apartment,3,2,120,"Security, Parking",75000,For Rent,2026-01-13,625.0,2,1,2.5
Kilimani,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-02-08,625.0,2,2,3.8
Lower Kabete,House,4,4,180,"Security, Parking",125000000,For Sale,2026-02-12,694444.4444444445,2,2,10.0
Lavington,Apartment,2,2,80,"Security, Parking",55000,For Rent,2025-12-31,687.5,2,12,4.5
Pilipili Way,Apartment,2,3,80,"Security, Parking",135000,For Rent,2025-12-24,1687.5,2,12,10.0
Garissa Road,Apartment,3,2,120,"Security, Parking",25000,For Rent,2026-01-06,208.33333333333334,2,1,10.0
Runda,House,5,5,250,"Security, Parking",80000000,For Sale,2026-01-13,320000.0,2,1,9.8
Lavington,Apartment,2,2,80,"Security, Parking",85000,For Rent,2025-12-17,1062.5,2,12,4.5
Makindi Road,Townhouse,4,4,180,"Security, Parking",60000000,For Sale,2026-02-04,333333.3333333333,2,2,10.0
Nyali Area,Townhouse,5,5,250,"Security, Parking",45000000,For Sale,2026-01-19,180000.0,2,1,10.0
Muthaiga,Townhouse,4,4,180,"Security, Parking",38000000,For Sale,2026-02-16,211111.11111111112,2,2,7.2
Runda,Villa,4,4,180,"Security, Parking",130000000,For Sale,2026-01-21,722222.2222222222,2,1,9.8
Kileleshwa,Apartment,1,1,50,"Security, Parking",85000,For Rent,2025-12-31,1700.0,2,12,4.2
Rhapta Rd,Apartment,3,3,120,"Security, Parking",115000,For Rent,2026-01-29,958.3333333333334,2,1,10.0
Off,House,4,4,180,"Security, Parking",120000000,For Sale,2026-01-24,666666.6666666666,2,1,10.0
Kileleshwa,Apartment,3,3,120,"Security, Parking",100000,For Rent,2026-01-17,833.3333333333334,2,1,4.2
Kilimani,Apartment,3,2,120,"Security, Parking",85000,For Rent,2025-12-21,708.3333333333334,2,12,3.8
Nairobi,House,6,6,250,"Security, Parking",120000000,For Sale,2025-12-05,480000.0,2,12,10.0
School Lane,Apartment,2,2,167,"Security, Parking",130000,For Rent,2025-12-27,778.443113772455,2,12,10.0
Waiyaki Way,Apartment,2,2,80,"Security, Parking",150000,For Rent,2025-11-21,1875.0,2,11,10.0
Westlands,Apartment,3,3,120,"Security, Parking",120000,For Rent,2026-01-23,1000.0,2,1,5.2
Ridgeways,House,5,5,250,"Security, Parking",85000000,For Sale,2025-12-17,340000.0,2,12,10.0
Westlands,Apartment,3,3,120,"Security, Parking",80000,For Rent,2025-12-30,666.6666666666666,2,12,5.2
Nairobi,Townhouse,5,5,250,"Security, Parking",65000000,For Sale,2025-12-30,260000.0,2,12,10.0
Brookside,Townhouse,4,4,180,"Security, Parking",70000000,For Sale,2026-02-03,388888.8888888889,2,2,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",95000,For Rent,2026-01-04,791.6666666666666,2,1,3.8
Kitengela,House,3,3,120,"Security, Parking",6000000,For Sale,2025-12-18,50000.0,2,12,10.0
Dennis Pritt Road,Apartment,3,3,186,"Security, Parking",85000,For Rent,2025-11-23,456.98924731182797,2,11,10.0
Karen,Townhouse,5,5,250,"Security, Parking",97500000,For Sale,2026-01-26,390000.0,2,1,13.5
Lavington,Apartment,3,2,120,"Security, Parking",75000,For Rent,2026-01-07,625.0,2,1,4.5
Mtwapa,Villa,3,3,120,"Security, Parking",40000000,For Sale,2026-02-03,333333.3333333333,2,2,10.0
Nyali,House,7,7,250,"Security, Parking",135000000,For Sale,2026-02-15,540000.0,2,2,10.0
Kitengela,House,3,3,120,"Security, Parking",10000000,For Sale,2026-01-13,83333.33333333333,2,1,10.0
Fivestar Meadows Estate,House,4,4,180,"Security, Parking",38500000,For Sale,2026-01-11,213888.88888888888,2,1,10.0
Hurligham,Apartment,2,3,140,"Security, Parking",130000,For Rent,2025-12-31,928.5714285714286,2,12,10.0
Nyali Area,House,4,4,180,"Security, Parking",35000000,For Sale,2025-11-19,194444.44444444444,2,11,10.0
Nyali Area,Townhouse,6,6,250,"Security, Parking",160000000,For Sale,2026-02-07,640000.0,2,2,10.0
Loresho,Apartment,2,2,80,"Security, Parking",60500,For Rent,2026-01-21,756.25,2,1,7.5
Fourways Junction Estate,Apartment,4,3,180,"Security, Parking",75000,For Rent,2026-02-07,416.6666666666667,2,2,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",78000,For Rent,2025-12-05,650.0,2,12,3.8
Brookside,Apartment,2,2,80,"Security, Parking",110000,For Rent,2026-02-17,1375.0,2,2,10.0
Riverside,Apartment,3,4,230,"Security, Parking",130000,For Rent,2026-02-07,565.2173913043479,2,2,2.5
Kilimani,Apartment,3,3,2024,"Security, Parking",100000,For Rent,2026-01-14,49.40711462450593,2,1,3.8
Murera,House,3,3,120,"Security, Parking",6500000,For Sale,2026-02-15,54166.666666666664,2,2,10.0
Syokimau,Townhouse,4,4,180,"Security, Parking",12000000,For Sale,2025-12-15,66666.66666666667,2,12,18.5
Ngong,House,3,3,120,"Security, Parking",10500000,For Sale,2026-01-24,87500.0,2,1,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-12-20,750.0,2,12,3.8
Lavington,Apartment,3,2,120,"Security, Parking",67500,For Rent,2025-12-22,562.5,2,12,4.5
Parklands,Apartment,4,4,24,"Security, Parking",140000,For Rent,2026-01-05,5833.333333333333,2,1,4.8
Kilimani,Apartment,3,3,120,"Security, Parking",110000,For Rent,2025-12-10,916.6666666666666,2,12,3.8
Kindaruma Road,Apartment,2,2,80,"Security, Parking",140000,For Rent,2025-12-26,1750.0,2,12,10.0
Mombasa Road,Apartment,2,2,80,"Security, Parking",95000,For Rent,2026-01-15,1187.5,2,1,10.0
Juja Farm Road,House,3,3,120,"Security, Parking",6750000,For Sale,2026-01-18,56250.0,2,1,10.0
21 05 05,Apartment,3,3,371,"Security, Parking",77000,For Rent,2026-02-14,207.54716981132074,2,2,10.0
Juja Farm Road,Apartment,4,4,180,"Security, Parking",45000,For Rent,2026-01-08,250.0,2,1,10.0
Gikambura,Townhouse,4,4,180,"Security, Parking",12000000,For Sale,2026-01-22,66666.66666666667,2,1,10.0
Ndege Road,House,4,4,180,"Security, Parking",130000000,For Sale,2026-02-03,722222.2222222222,2,2,10.0
Kileleshwa,Apartment,3,2,120,"Security, Parking",70000,For Rent,2026-01-02,583.3333333333334,2,1,4.2
Diani,Villa,6,6,250,"Security, Parking",180000000,For Sale,2025-12-04,720000.0,2,12,10.0
Lavington,Villa,4,4,180,"Security, Parking",145000000,For Sale,2025-12-19,805555.5555555555,2,12,4.5
Gatundu Close,Apartment,3,3,22,"Security, Parking",130000,For Rent,2025-12-13,5909.090909090909,2,12,10.0
Pine City Estate,House,3,3,120,"Security, Parking",11800000,For Sale,2026-01-25,98333.33333333333,2,1,10.0
Karen,House,4,4,180,"Security, Parking",75000000,For Sale,2026-01-03,416666.6666666667,2,1,13.5
Westlands,Apartment,1,1,50,"Security, Parking",120000,For Rent,2026-01-16,2400.0,2,1,5.2
