Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date
Kibiku,House,4,4,0,"Security, Parking",13800000,For Sale,2026-02-12
Laikipia Rd,Apartment,2,2,13,"Security, Parking",150000,For Rent,2026-01-23
Links road,Apartment,3,3,2500,"Security, Parking",30000,For Rent,2025-11-28
Kilimani,Apartment,2,2,1250,"Security, Parking",75000,For Rent,2025-12-02
Riara Road,Apartment,2,2,108,"Security, Parking",95000,For Rent,2025-12-04
Kileleshwa,Apartment,2,2,2,"Security, Parking",45000,For Rent,2026-01-08
Ongata Rongai,House,6,6,0,"Security, Parking",40000000,For Sale,2026-01-02
Limuru Road,Apartment,2,2,2,"Security, Parking",30000,For Rent,2025-12-13
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-06
Westlands Area,Apartment,4,4,4,"Security, Parking",130000,For Rent,2025-11-22
Parklands,Apartment,4,3,4,"Security, Parking",130000,For Rent,2026-01-26
Westlands Area,Apartment,4,4,4,"Security, Parking",120000,For Rent,2026-01-23
Sub zone,Apartment,1,1,1,"Security, Parking",17000,For Rent,2025-12-23
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-09
Kitengela,House,3,3,0,"Security, Parking",6000000,For Sale,2026-01-06
Mtwapa,Villa,3,3,0,"Security, Parking",30000000,For Sale,2025-11-23
Ruaka,Apartment,3,2,3,"Security, Parking",42000,For Rent,2026-01-14
Kiambu Road,Apartment,4,4,4,"Security, Parking",60000,For Rent,2026-01-31
Ruaka-Banana,Apartment,2,2,2,"Security, Parking",18000,For Rent,2025-12-21
Acacia,House,3,3,0,"Security, Parking",4500000,For Sale,2026-01-19
Pan Africa Insurance Lane,House,5,5,0,"Security, Parking",75000000,For Sale,2025-12-06
Karen-Dagoretti Road,Apartment,2,2,2,"Security, Parking",40000,For Rent,2025-12-14
Othaya Road,Apartment,3,4,23,"Security, Parking",130000,For Rent,2026-01-10
Lavington,Townhouse,4,4,0,"Security, Parking",82000000,For Sale,2026-01-01
Waiyaki Way,Apartment,2,2,2,"Security, Parking",100000,For Rent,2026-01-17
Westlands Area,Apartment,1,1,2000,"Security, Parking",160000,For Rent,2026-01-09
Thika Road,House,4,4,0,"Security, Parking",25000000,For Sale,2025-12-27
Lavington,Apartment,3,2,3,"Security, Parking",110000,For Rent,2026-01-14
lavington,Apartment,3,3,3,"Security, Parking",100000,For Rent,2025-11-29
Cinemax,Apartment,3,3,130,"Security, Parking",50000,For Rent,2025-12-02
Riara Rd,Apartment,4,4,4,"Security, Parking",85000,For Rent,2026-02-06
Karen,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-09
Lavington,Townhouse,5,5,0,"Security, Parking",50000000,For Sale,2026-02-04
Kikambala,Townhouse,3,3,0,"Security, Parking",15000000,For Sale,2026-01-20
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-24
Kirawa Road,Townhouse,4,4,0,"Security, Parking",50000000,For Sale,2025-11-30
Thindigua,Apartment,3,3,3,"Security, Parking",75000,For Rent,2025-12-26
chaalbi drive,Townhouse,4,4,0,"Security, Parking",65000000,For Sale,2025-12-05
Peponi rd,Apartment,2,2,150,"Security, Parking",170000,For Rent,2026-01-04
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-12
South B,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-12
Lavington,Townhouse,5,5,0,"Security, Parking",55000000,For Sale,2026-02-05
ndumberi,House,4,4,0,"Security, Parking",40000000,For Sale,2026-01-17
Riverside Mews,Apartment,1,1,1,"Security, Parking",55000,For Rent,2025-12-16
Limuru Road,Apartment,3,2,10118,"Security, Parking",50000,For Rent,2026-01-15
Ngong,Villa,3,3,0,"Security, Parking",12500000,For Sale,2025-12-25
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-30
Mombasa Rd,Apartment,3,2,3,"Security, Parking",40000,For Rent,2026-01-10
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-29
Karen rd Nairobi,House,5,5,0,"Security, Parking",110000000,For Sale,2026-02-10
Lavington,Apartment,3,4,130,"Security, Parking",85000,For Rent,2025-11-25
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-17
Kilimani,Apartment,2,3,2,"Security, Parking",70000,For Rent,2026-02-10
Lavington,House,5,5,0,"Security, Parking",54000000,For Sale,2026-02-11
Mushroom Gardens,Villa,4,4,0,"Security, Parking",30000000,For Sale,2025-11-20
Lavington,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-01-10
Westlands Area,Townhouse,5,5,0,"Security, Parking",70000000,For Sale,2025-11-20
Lavington,Townhouse,4,4,0,"Security, Parking",79000000,For Sale,2026-01-19
Kiambu road,Townhouse,4,4,0,"Security, Parking",29500000,For Sale,2025-11-24
Mbaazi,Apartment,1,1,1,"Security, Parking",100000,For Rent,2025-12-28
Lavington,Townhouse,5,5,0,"Security, Parking",60000000,For Sale,2026-02-01
Forest view,House,7,7,0,"Security, Parking",125000000,For Sale,2026-01-24
Runda,House,4,4,0,"Security, Parking",130000000,For Sale,2026-02-16
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-16
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-26
KILIMANI ROAD,Apartment,4,5,4,"Security, Parking",130000,For Rent,2025-12-21
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-29
Kenyatta Rd,House,3,3,0,"Security, Parking",10250000,For Sale,2025-12-01
Kitengela,Townhouse,4,4,0,"Security, Parking",17000000,For Sale,2025-12-26
Kanamai,House,2,2,0,"Security, Parking",13500000,For Sale,2026-01-22
Lavington,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-07
01,Apartment,4,4,250,"Security, Parking",160000,For Rent,2025-12-19
Kilimani,Apartment,2,2,2,"Security, Parking",65000,For Rent,2026-01-21
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-15
Kandara Road,Apartment,3,3,3,"Security, Parking",70000,For Rent,2026-02-16
Kileleshwa,Apartment,3,3,3,"Security, Parking",90000,For Rent,2026-01-10
Lower Kabete Road,Villa,3,3,0,"Security, Parking",85000000,For Sale,2025-11-28
Posta,Villa,6,6,0,"Security, Parking",35000000,For Sale,2026-01-31
Loresho,Townhouse,4,4,0,"Security, Parking",40000000,For Sale,2026-02-14
City Park Drive,Apartment,3,2,11,"Security, Parking",90000,For Rent,2026-02-11
South Coast,Villa,4,4,0,"Security, Parking",100000000,For Sale,2026-01-30
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-12
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-09
Kizingoni Beach,House,5,5,0,"Security, Parking",0,For Sale,2026-01-11
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-20
Kiambu Road,Townhouse,4,4,0,"Security, Parking",24000000,For Sale,2026-01-02
Riverside,Apartment,3,3,3,"Security, Parking",90000,For Rent,2025-11-24
Juja-Gatundu road,House,3,3,0,"Security, Parking",6750000,For Sale,2026-01-27
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-22
Garden City,Apartment,3,2,3,"Security, Parking",170000,For Rent,2025-11-20
lavington,Apartment,3,2,3,"Security, Parking",85000,For Rent,2026-01-25
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-21
Ruaka,Apartment,1,1,1,"Security, Parking",16000,For Rent,2025-12-04
Lavington,Apartment,4,5,4,"Security, Parking",90000,For Rent,2026-01-10
kilimani,Apartment,3,2,3,"Security, Parking",90000,For Rent,2026-02-02
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-03
Jamhuri,Apartment,3,2,3,"Security, Parking",60000,For Rent,2026-01-29
Sports Road,Apartment,3,3,3,"Security, Parking",115000,For Rent,2026-01-15
Lavington,Apartment,3,4,180,"Security, Parking",110000,For Rent,2025-12-21
Kilimani,Apartment,1,1,1,"Security, Parking",100000,For Rent,2026-01-03
Kilimani,Apartment,3,3,3,"Security, Parking",85000,For Rent,2026-01-17
Ukunda,House,3,3,0,"Security, Parking",5250000,For Sale,2026-01-20
Magnolia estate,House,5,5,0,"Security, Parking",150000000,For Sale,2025-11-19
Lavington,House,3,3,0,"Security, Parking",235000000,For Sale,2025-12-26
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-22
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-09
Brookside Drive,Apartment,3,4,270,"Security, Parking",170000,For Rent,2026-01-10
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-17
65,Villa,6,6,0,"Security, Parking",250000000,For Sale,2026-01-22
Parklands,Apartment,4,4,4,"Security, Parking",120000,For Rent,2025-12-31
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-08
Lavington,Apartment,1,1,1,"Security, Parking",90000,For Rent,2026-02-16
The Green Heart Village,Villa,1,1,0,"Security, Parking",0,For Sale,2026-01-21
Kileleshwa,Apartment,4,5,4,"Security, Parking",180000,For Rent,2026-01-10
Loresho,Townhouse,5,5,0,"Security, Parking",125000000,For Sale,2025-12-01
kilimani,Apartment,3,3,3,"Security, Parking",95000,For Rent,2025-12-26
Rhapta Road,Apartment,3,3,3,"Security, Parking",160000,For Rent,2026-01-13
Nyali Area,Villa,4,4,0,"Security, Parking",61000000,For Sale,2025-12-14
Nyari,House,4,4,0,"Security, Parking",210000000,For Sale,2026-02-17
Ruiru,House,4,4,0,"Security, Parking",14150000,For Sale,2026-02-06
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-16
kilimani,Apartment,3,3,3,"Security, Parking",100000,For Rent,2026-01-04
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-14
Rhapta Road,Apartment,3,4,3,"Security, Parking",110000,For Rent,2026-01-30
Athi River,Townhouse,5,5,0,"Security, Parking",18500000,For Sale,2026-01-15
Riverside Dr,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-01-27
Limuru Road,Apartment,3,3,20235,"Security, Parking",54000,For Rent,2025-11-20
Syokimau,House,2,2,0,"Security, Parking",7500000,For Sale,2026-01-15
Kilimani,Apartment,2,2,2,"Security, Parking",110000,For Rent,2025-12-20
General mathenge,Apartment,3,4,2800,"Security, Parking",165000,For Rent,2026-02-03
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-16
Westlands Area,Apartment,3,3,21780,"Security, Parking",85000,For Rent,2025-12-18
Kileleshwa,Apartment,2,2,2,"Security, Parking",90000,For Rent,2026-02-12
Westlands,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-04
Riara Road,Apartment,3,3,3,"Security, Parking",90000,For Rent,2025-12-16
Lavington,Apartment,2,3,2,"Security, Parking",75000,For Rent,2026-01-20
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-10
Lavington,Apartment,3,3,111,"Security, Parking",75000,For Rent,2025-12-22
Parklands,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-28
Wood Avenue,Apartment,2,2,2,"Security, Parking",180000,For Rent,2025-12-18
Lone Tree,Apartment,2,2,80,"Security, Parking",150000,For Rent,2025-12-12
Milimani,Apartment,3,3,3,"Security, Parking",90000,For Rent,2026-01-06
Diani,Villa,5,5,0,"Security, Parking",68000000,For Sale,2025-12-04
Karen,Villa,5,5,0,"Security, Parking",90000000,For Sale,2025-12-26
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-06
Ngong Rd,Apartment,2,3,2,"Security, Parking",85000,For Rent,2025-11-20
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-17
Athi River,House,3,3,0,"Security, Parking",16500000,For Sale,2025-12-13
KERARAPON DRIVE,Villa,5,5,0,"Security, Parking",31000000,For Sale,2025-12-03
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-31
Ruaka,Apartment,2,2,2,"Security, Parking",38000,For Rent,2025-11-24
Kirichwa road,Apartment,3,5,3,"Security, Parking",110000,For Rent,2025-12-24
Mirema Drive,House,5,5,0,"Security, Parking",23000000,For Sale,2025-12-29
Nyali,House,5,5,0,"Security, Parking",35000000,For Sale,2025-12-05
5th avenue,Apartment,2,2,2,"Security, Parking",55000,For Rent,2026-01-23
Kileleshwa,Apartment,1,1,1,"Security, Parking",80000,For Rent,2025-12-06
Lavington,Apartment,4,5,213,"Security, Parking",130000,For Rent,2026-01-23
Rhapta Road,Apartment,4,3,4,"Security, Parking",140000,For Rent,2026-02-11
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-09
Kiambu Road,House,5,5,0,"Security, Parking",70250000,For Sale,2026-01-04
Ruiru,House,4,4,0,"Security, Parking",15500000,For Sale,2025-11-25
Southern Bypass,House,3,3,0,"Security, Parking",10000000,For Sale,2025-11-26
Lavington,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-31
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-13
Lavington,Apartment,3,3,3,"Security, Parking",95000,For Rent,2026-01-21
Kilimani,Apartment,3,4,227,"Security, Parking",135000,For Rent,2025-12-16
Kiambu Town,House,5,5,0,"Security, Parking",26500000,For Sale,2025-12-23
Muthaiga,House,6,6,0,"Security, Parking",350000000,For Sale,2025-12-07
hamundia,Villa,4,4,0,"Security, Parking",12500000,For Sale,2025-12-10
kilimani,Apartment,2,2,2,"Security, Parking",65000,For Rent,2025-11-27
Langata,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-08
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-20
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-14
Muthaiga,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-31
Off Ojijo,Apartment,2,2,2,"Security, Parking",62500,For Rent,2026-01-12
Brookside Drive,Apartment,3,4,230,"Security, Parking",170000,For Rent,2026-01-13
Kiambu Road,Townhouse,4,4,0,"Security, Parking",40000000,For Sale,2025-11-21
Gigiri,House,5,5,0,"Security, Parking",120000000,For Sale,2025-11-25
Kiambu road,Townhouse,4,4,0,"Security, Parking",42000000,For Sale,2026-02-04
Muringa road,Apartment,3,3,3,"Security, Parking",80000,For Rent,2025-12-05
Runda,Villa,5,5,0,"Security, Parking",85000000,For Sale,2025-12-29
Mimosa,Apartment,3,2,3,"Security, Parking",70000,For Rent,2025-12-25
Brookside,Apartment,3,5,3,"Security, Parking",155000,For Rent,2025-12-27
riverside,Apartment,3,2,3,"Security, Parking",75000,For Rent,2026-01-13
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-20
Kilimani,Apartment,3,3,3,"Security, Parking",75000,For Rent,2026-02-08
Lower Kabete,House,4,4,0,"Security, Parking",125000000,For Sale,2026-02-12
Lavington,Apartment,2,2,2,"Security, Parking",55000,For Rent,2025-12-31
Pilipili way,Apartment,2,3,2,"Security, Parking",135000,For Rent,2025-12-24
Garissa Road,Apartment,3,2,3,"Security, Parking",25000,For Rent,2026-01-06
Runda,House,5,5,0,"Security, Parking",80000000,For Sale,2026-01-13
Lavington,Apartment,2,2,2,"Security, Parking",85000,For Rent,2025-12-17
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-24
Makindi Road,Townhouse,4,4,0,"Security, Parking",60000000,For Sale,2026-02-04
Nyali Area,Townhouse,5,5,0,"Security, Parking",45000000,For Sale,2026-01-19
Muthaiga,Townhouse,4,4,0,"Security, Parking",38000000,For Sale,2026-02-16
Kilimani,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-02-02
Runda,Villa,4,4,0,"Security, Parking",130000000,For Sale,2026-01-21
South B,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-15
Kileleshwa,Apartment,1,1,1,"Security, Parking",85000,For Rent,2025-12-31
Rhapta Rd,Apartment,3,3,3,"Security, Parking",115000,For Rent,2026-01-29
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-19
Off,House,4,4,0,"Security, Parking",120000000,For Sale,2026-01-24
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-03
Kileleshwa,Apartment,3,3,3,"Security, Parking",100000,For Rent,2026-01-17
Kilimani,Apartment,3,2,3,"Security, Parking",85000,For Rent,2025-12-21
45,House,6,6,0,"Security, Parking",120000000,For Sale,2025-12-05
School Lane,Apartment,2,2,167,"Security, Parking",130000,For Rent,2025-12-27
Waiyaki Way,Apartment,2,2,2,"Security, Parking",150000,For Rent,2025-11-21
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-24
Westlands Area,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-01-23
RIDGEWAYS,House,5,5,0,"Security, Parking",85000000,For Sale,2025-12-17
Rhapta Road,Apartment,3,3,3,"Security, Parking",80000,For Rent,2025-12-30
Runda,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-14
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-09
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-16
66,Townhouse,5,5,0,"Security, Parking",65000000,For Sale,2025-12-30
Brookside,Townhouse,4,4,0,"Security, Parking",70000000,For Sale,2026-02-03
kilimani,Apartment,3,3,3,"Security, Parking",95000,For Rent,2026-01-04
Kitengela,House,3,3,0,"Security, Parking",6000000,For Sale,2025-12-18
Dennis Pritt Road,Apartment,3,3,186,"Security, Parking",85000,For Rent,2025-11-23
Karen,Townhouse,5,5,0,"Security, Parking",97500000,For Sale,2026-01-26
Lavington,Apartment,3,2,3,"Security, Parking",75000,For Rent,2026-01-07
Mtwapa,Villa,3,3,0,"Security, Parking",40000000,For Sale,2026-02-03
Nyali,House,7,7,0,"Security, Parking",135000000,For Sale,2026-02-15
Kitengela,House,3,3,0,"Security, Parking",10000000,For Sale,2026-01-13
Lavington,House,4,4,0,"Security, Parking",0,For Sale,2026-02-12
Fivestar Meadows Estate,House,4,4,0,"Security, Parking",38500000,For Sale,2026-01-11
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-15
Hurligham,Apartment,2,3,140,"Security, Parking",130000,For Rent,2025-12-31
Nyali Area,House,4,4,0,"Security, Parking",35000000,For Sale,2025-11-19
Nyali Area,Townhouse,6,6,0,"Security, Parking",160000000,For Sale,2026-02-07
Loresho,Apartment,2,2,2,"Security, Parking",60500,For Rent,2026-01-21
Fourways Junction Estate,Apartment,4,3,4,"Security, Parking",75000,For Rent,2026-02-07
Riruta,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-01-05
Kilimani,Apartment,3,2,3,"Security, Parking",78000,For Rent,2025-12-05
Brookside,Apartment,2,2,2,"Security, Parking",110000,For Rent,2026-02-17
Riverside Drive,Apartment,3,4,230,"Security, Parking",130000,For Rent,2026-02-07
Kilimani,Apartment,3,3,2024,"Security, Parking",100000,For Rent,2026-01-14
Murera,House,3,3,0,"Security, Parking",6500000,For Sale,2026-02-15
Syokimau,Townhouse,4,4,0,"Security, Parking",12000000,For Sale,2025-12-15
Ngong,House,3,3,0,"Security, Parking",10500000,For Sale,2026-01-24
Kilimani,Apartment,3,3,3,"Security, Parking",90000,For Rent,2025-12-20
lavington,Apartment,3,2,3,"Security, Parking",67500,For Rent,2025-12-22
General Mathenge,Apartment,4,4,24,"Security, Parking",140000,For Rent,2026-01-05
kilimani,Apartment,3,3,3,"Security, Parking",110000,For Rent,2025-12-10
kindaruma road,Apartment,2,2,2,"Security, Parking",140000,For Rent,2025-12-26
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-13
MOMBASA ROAD,Apartment,2,2,2,"Security, Parking",95000,For Rent,2026-01-15
juja farm road,House,3,3,0,"Security, Parking",6750000,For Sale,2026-01-18
Langata,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-19
21 05 05,Apartment,3,3,371,"Security, Parking",77000,For Rent,2026-02-14
Juja farm road,Apartment,4,4,4,"Security, Parking",45000,For Rent,2026-01-08
GIKAMBURA,Townhouse,4,4,0,"Security, Parking",12000000,For Sale,2026-01-22
Ndege road,House,4,4,0,"Security, Parking",130000000,For Sale,2026-02-03
Gigiri,House,5,5,0,"Security, Parking",0,For Sale,2025-12-28
Kileleshwa,Apartment,3,2,3,"Security, Parking",70000,For Rent,2026-01-02
Diani,Villa,6,6,0,"Security, Parking",180000000,For Sale,2025-12-04
Lavington,Villa,4,4,0,"Security, Parking",145000000,For Sale,2025-12-19
Westlands,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-21
Gatundu Close,Apartment,3,3,22,"Security, Parking",130000,For Rent,2025-12-13
Loresho,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-02-07
Pine City Estate,House,3,3,0,"Security, Parking",11800000,For Sale,2026-01-25
Karen,House,4,4,0,"Security, Parking",75000000,For Sale,2026-01-03
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-03
westlands,Apartment,1,1,1,"Security, Parking",120000,For Rent,2026-01-16
Off North Airport road,House,4,4,0,"Security, Parking",12500000,For Sale,2025-12-28
Westlands Area,Apartment,3,2,3,"Security, Parking",160000,For Rent,2026-02-13
1,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-01-30
Donholm,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-22
Mombasa Road,House,3,3,0,"Security, Parking",11700000,For Sale,2026-02-03
Ruiru,House,3,3,0,"Security, Parking",8700000,For Sale,2026-01-10
Upper Hill,Apartment,3,3,3,"Security, Parking",160000,For Rent,2026-01-15
Lavington,Villa,6,6,0,"Security, Parking",121000000,For Sale,2026-01-05
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-15
